insertId,jsonPayload.MESSAGE,jsonPayload.PRIORITY,jsonPayload.SYSLOG_FACILITY,jsonPayload.SYSLOG_IDENTIFIER,jsonPayload._BOOT_ID,jsonPayload._CAP_EFFECTIVE,jsonPayload._CMDLINE,jsonPayload._COMM,jsonPayload._EXE,jsonPayload._GID,jsonPayload._HOSTNAME,jsonPayload._MACHINE_ID,jsonPayload._PID,jsonPayload._STREAM_ID,jsonPayload._SYSTEMD_CGROUP,jsonPayload._SYSTEMD_INVOCATION_ID,jsonPayload._SYSTEMD_SLICE,jsonPayload._SYSTEMD_UNIT,jsonPayload._TRANSPORT,jsonPayload._UID,jsonPayload.message,jsonPayload.pid,jsonPayload.status.measureTime,"labels.""authorization.k8s.io/decision""","labels.""authorization.k8s.io/reason""","labels.""compute.googleapis.com/resource_name""","labels.""k8s-pod/k8s-app""","labels.""k8s-pod/pod-template-hash""",logName,operation.first,operation.id,operation.last,operation.producer,protoPayload.authenticationInfo.principalEmail,protoPayload.authorizationInfo.granted,protoPayload.authorizationInfo.permission,protoPayload.authorizationInfo.resource,protoPayload.methodName,protoPayload.request.@type,protoPayload.request.apiVersion,protoPayload.request.kind,"protoPayload.request.metadata.annotations.""control-plane.alpha.kubernetes.io/leader""",protoPayload.request.metadata.creationTimestamp,protoPayload.request.metadata.managedFields,protoPayload.request.metadata.name,protoPayload.request.metadata.namespace,protoPayload.request.metadata.resourceVersion,protoPayload.request.metadata.uid,protoPayload.requestMetadata.callerIp,protoPayload.requestMetadata.callerSuppliedUserAgent,protoPayload.resourceName,protoPayload.response.@type,protoPayload.response.apiVersion,protoPayload.response.kind,"protoPayload.response.metadata.annotations.""control-plane.alpha.kubernetes.io/leader""",protoPayload.response.metadata.creationTimestamp,protoPayload.response.metadata.managedFields,protoPayload.response.metadata.name,protoPayload.response.metadata.namespace,protoPayload.response.metadata.resourceVersion,protoPayload.response.metadata.uid,protoPayload.serviceName,protoPayload.status,receiveLocation,receiveTimestamp,resource.labels.cluster_name,resource.labels.container_name,resource.labels.location,resource.labels.namespace_name,resource.labels.node_name,resource.labels.pod_name,resource.labels.project_id,resource.type,severity,sourceLocation.file,sourceLocation.line,timestamp
e115f520-73e5-46f8-ba1f-31e0db82633a,,,,,,,,,,,,,,,,,,,,,,,,allow,"RBAC: allowed by ClusterRoleBinding ""system:gcp-controller-manager"" of ClusterRole ""system:gcp-controller-manager"" to User ""system:gcp-controller-manager""",,,,projects/thisislasttime/logs/cloudaudit.googleapis.com%2Factivity,true,e115f520-73e5-46f8-ba1f-31e0db82633a,true,k8s.io,system:gcp-controller-manager,[true],"[""io.k8s.coordination.v1.leases.update""]","[""coordination.k8s.io/v1/namespaces/kube-system/leases/gcp-controller-manager""]",io.k8s.coordination.v1.leases.update,,,,,,,,,,,172.16.0.5,gcp-controller-manager/v0.0.0 (linux/amd64) kubernetes/$Format/leader-election,coordination.k8s.io/v1/namespaces/kube-system/leases/gcp-controller-manager,,,,,,,,,,,k8s.io,[object Object],,2023-05-22T22:53:00.714299789Z,my-node-app,,australia-southeast2,,,,thisislasttime,k8s_cluster,,,,2023-05-22T22:52:59.545108Z
5c2f1e23-b85b-4da4-ad99-7184805d6565,,,,,,,,,,,,,,,,,,,,,,,,allow,"RBAC: allowed by RoleBinding ""snapshot-controller-leaderelection/kube-system"" of Role ""snapshot-controller-leaderelection"" to User ""system:snapshot-controller""",,,,projects/thisislasttime/logs/cloudaudit.googleapis.com%2Factivity,true,5c2f1e23-b85b-4da4-ad99-7184805d6565,true,k8s.io,system:snapshot-controller,[true],"[""io.k8s.coordination.v1.leases.update""]","[""coordination.k8s.io/v1/namespaces/kube-system/leases/snapshot-controller-leader""]",io.k8s.coordination.v1.leases.update,,,,,,,,,,,172.16.0.3,snapshot-controller/v0.0.0 (linux/amd64) kubernetes/$Format,coordination.k8s.io/v1/namespaces/kube-system/leases/snapshot-controller-leader,,,,,,,,,,,k8s.io,[object Object],,2023-05-22T22:53:00.951000747Z,my-node-app,,australia-southeast2,,,,thisislasttime,k8s_cluster,,,,2023-05-22T22:52:59.075850Z
14134ab0-3b1e-410a-a730-bbfc6b840b59,,,,,,,,,,,,,,,,,,,,,,,,allow,"RBAC: allowed by ClusterRoleBinding ""system:clustermetrics"" of ClusterRole ""system:clustermetrics"" to User ""system:clustermetrics""",,,,projects/thisislasttime/logs/cloudaudit.googleapis.com%2Factivity,true,14134ab0-3b1e-410a-a730-bbfc6b840b59,true,k8s.io,system:clustermetrics,[true],"[""io.k8s.core.v1.configmaps.update""]","[""core/v1/namespaces/kube-system/configmaps/clustermetrics""]",io.k8s.core.v1.configmaps.update,,,,,,,,,,,172.16.0.5,clustermetrics,core/v1/namespaces/kube-system/configmaps/clustermetrics,,,,,,,,,,,k8s.io,[object Object],,2023-05-22T22:53:00.887157122Z,my-node-app,,australia-southeast2,,,,thisislasttime,k8s_cluster,,,,2023-05-22T22:52:58.973118Z
93994abf-c64b-411f-930b-349656ba5912,,,,,,,,,,,,,,,,,,,,,,,,allow,,,,,projects/thisislasttime/logs/cloudaudit.googleapis.com%2Factivity,true,93994abf-c64b-411f-930b-349656ba5912,true,k8s.io,system:addon-manager,[true],"[""io.k8s.coordination.v1.leases.update""]","[""coordination.k8s.io/v1/namespaces/kube-system/leases/addon-manager""]",io.k8s.coordination.v1.leases.update,,,,,,,,,,,172.16.0.5,addon-manager/1.23-v0.10 (706681b),coordination.k8s.io/v1/namespaces/kube-system/leases/addon-manager,,,,,,,,,,,k8s.io,[object Object],,2023-05-22T22:53:00.631738555Z,my-node-app,,australia-southeast2,,,,thisislasttime,k8s_cluster,,,,2023-05-22T22:52:58.747011Z
70e2c824-1cb5-4549-ad84-50bc8b9da5e1,,,,,,,,,,,,,,,,,,,,,,,,allow,"RBAC: allowed by ClusterRoleBinding ""system:kube-controller-manager"" of ClusterRole ""system:kube-controller-manager"" to User ""system:kube-controller-manager""",,,,projects/thisislasttime/logs/cloudaudit.googleapis.com%2Factivity,true,70e2c824-1cb5-4549-ad84-50bc8b9da5e1,true,k8s.io,system:kube-controller-manager,[true],"[""io.k8s.coordination.v1.leases.update""]","[""coordination.k8s.io/v1/namespaces/kube-system/leases/kube-controller-manager""]",io.k8s.coordination.v1.leases.update,,,,,,,,,,,172.16.0.5,kube-controller-manager/v1.25.8 (linux/amd64) kubernetes/f117e29/leader-election,coordination.k8s.io/v1/namespaces/kube-system/leases/kube-controller-manager,,,,,,,,,,,k8s.io,[object Object],,2023-05-22T22:53:00.386037743Z,my-node-app,,australia-southeast2,,,,thisislasttime,k8s_cluster,,,,2023-05-22T22:52:58.740508Z
ca9387d1-7254-4d61-9d11-fdcaa080f556,,,,,,,,,,,,,,,,,,,,,,,,allow,"RBAC: allowed by ClusterRoleBinding ""system:kube-scheduler"" of ClusterRole ""system:kube-scheduler"" to User ""system:kube-scheduler""",,,,projects/thisislasttime/logs/cloudaudit.googleapis.com%2Factivity,true,ca9387d1-7254-4d61-9d11-fdcaa080f556,true,k8s.io,system:kube-scheduler,[true],"[""io.k8s.coordination.v1.leases.update""]","[""coordination.k8s.io/v1/namespaces/kube-system/leases/kube-scheduler""]",io.k8s.coordination.v1.leases.update,,,,,,,,,,,172.16.0.5,kube-scheduler/v1.25.8 (linux/amd64) kubernetes/f117e29/leader-election,coordination.k8s.io/v1/namespaces/kube-system/leases/kube-scheduler,,,,,,,,,,,k8s.io,[object Object],,2023-05-22T22:53:00.058542539Z,my-node-app,,australia-southeast2,,,,thisislasttime,k8s_cluster,,,,2023-05-22T22:52:58.430008Z
1cf66367-1e8d-4b98-9700-e33b8ca86896,,,,,,,,,,,,,,,,,,,,,,,,allow,"RBAC: allowed by RoleBinding ""system:gke-kcm-ccm-leader-election/kube-system"" of Role ""system:gke-kcm-ccm-leader-election"" to User ""system:kube-controller-manager""",,,,projects/thisislasttime/logs/cloudaudit.googleapis.com%2Factivity,true,1cf66367-1e8d-4b98-9700-e33b8ca86896,true,k8s.io,system:kube-controller-manager,[true],"[""io.k8s.coordination.v1.leases.update""]","[""coordination.k8s.io/v1/namespaces/kube-system/leases/cloud-provider-extraction-migration-pt2""]",io.k8s.coordination.v1.leases.update,,,,,,,,,,,172.16.0.5,kube-controller-manager/v1.25.8 (linux/amd64) kubernetes/f117e29/leader-election,coordination.k8s.io/v1/namespaces/kube-system/leases/cloud-provider-extraction-migration-pt2,,,,,,,,,,,k8s.io,[object Object],,2023-05-22T22:53:00.253855813Z,my-node-app,,australia-southeast2,,,,thisislasttime,k8s_cluster,,,,2023-05-22T22:52:58.428994Z
008dcf1b-6363-4e65-9d4c-e287650e7403,,,,,,,,,,,,,,,,,,,,,,,,allow,"RBAC: allowed by ClusterRoleBinding ""system:gke-common-webhooks"" of ClusterRole ""system:gke-common-webhooks"" to User ""system:gke-common-webhooks""",,,,projects/thisislasttime/logs/cloudaudit.googleapis.com%2Factivity,true,008dcf1b-6363-4e65-9d4c-e287650e7403,true,k8s.io,system:gke-common-webhooks,[true],"[""io.k8s.coordination.v1.leases.update""]","[""coordination.k8s.io/v1/namespaces/kube-system/leases/gke-common-webhook-lock""]",io.k8s.coordination.v1.leases.update,,,,,,,,,,,172.16.0.3,gke-common-webhooks/v0.0.0 (linux/amd64) kubernetes/$Format,coordination.k8s.io/v1/namespaces/kube-system/leases/gke-common-webhook-lock,,,,,,,,,,,k8s.io,[object Object],,2023-05-22T22:53:15.217496130Z,my-node-app,,australia-southeast2,,,,thisislasttime,k8s_cluster,,,,2023-05-22T22:52:58.400944Z
fd2a5e5b-1d9a-4c8b-8959-0a78de89429e,,,,,,,,,,,,,,,,,,,,,,,,allow,"RBAC: allowed by RoleBinding ""system:gke-ccm-migration-leader-election/kube-system"" of Role ""system:gke-ccm-migration-leader-election"" to User ""system:cloud-controller-manager""",,,,projects/thisislasttime/logs/cloudaudit.googleapis.com%2Factivity,true,fd2a5e5b-1d9a-4c8b-8959-0a78de89429e,true,k8s.io,system:cloud-controller-manager,[true],"[""io.k8s.coordination.v1.leases.update""]","[""coordination.k8s.io/v1/namespaces/kube-system/leases/cloud-provider-extraction-migration-pt1""]",io.k8s.coordination.v1.leases.update,,,,,,,,,,,172.16.0.5,cloud-controller-manager/v1.25.5 (linux/amd64) kubernetes/9ee47ba/leader-election,coordination.k8s.io/v1/namespaces/kube-system/leases/cloud-provider-extraction-migration-pt1,,,,,,,,,,,k8s.io,[object Object],,2023-05-22T22:52:59.212214125Z,my-node-app,,australia-southeast2,,,,thisislasttime,k8s_cluster,,,,2023-05-22T22:52:58.220483Z
789cf818-3ce0-4ed9-86ae-a83c15b126fc,,,,,,,,,,,,,,,,,,,,,,,,allow,"RBAC: allowed by ClusterRoleBinding ""system:cloud-controller-manager"" of ClusterRole ""system:cloud-controller-manager"" to User ""system:cloud-controller-manager""",,,,projects/thisislasttime/logs/cloudaudit.googleapis.com%2Factivity,true,789cf818-3ce0-4ed9-86ae-a83c15b126fc,true,k8s.io,system:cloud-controller-manager,[true],"[""io.k8s.coordination.v1.leases.update""]","[""coordination.k8s.io/v1/namespaces/kube-system/leases/cloud-controller-manager""]",io.k8s.coordination.v1.leases.update,,,,,,,,,,,172.16.0.5,cloud-controller-manager/v1.25.5 (linux/amd64) kubernetes/9ee47ba/leader-election,coordination.k8s.io/v1/namespaces/kube-system/leases/cloud-controller-manager,,,,,,,,,,,k8s.io,[object Object],,2023-05-22T22:52:59.223725117Z,my-node-app,,australia-southeast2,,,,thisislasttime,k8s_cluster,,,,2023-05-22T22:52:58.220090Z
